"","permutation","TF","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue"
"8203",12,"MA1540.1",0.00607,0.128,2725,NA,NA,0.0769230769230769
"8204",0,"MA1541.1",0.0377,0.0781,2716,NA,NA,0.0769230769230769
"8205",1,"MA1541.1",0.0113,0.14,2716,NA,NA,0.0769230769230769
"8206",2,"MA1541.1",-0.00827,0.136,2716,NA,NA,0.0769230769230769
"8207",3,"MA1541.1",-0.000351,0.0427,2716,NA,NA,0.0769230769230769
"8208",4,"MA1541.1",0.0165,0.312,2716,NA,NA,0.0769230769230769
"8209",5,"MA1541.1",0.0176,0.257,2716,NA,NA,0.0769230769230769
"8210",6,"MA1541.1",-0.0131,0.242,2716,NA,NA,0.0769230769230769
"8211",7,"MA1541.1",-0.00785,0.0906,2716,NA,NA,0.0769230769230769
"8212",8,"MA1541.1",0.00722,0.11,2716,NA,NA,0.0769230769230769
"8213",9,"MA1541.1",0.00622,0.0729,2716,NA,NA,0.0769230769230769
"8214",10,"MA1541.1",-0.00402,0.0807,2716,NA,NA,0.0769230769230769
"8215",11,"MA1541.1",-0.0118,0.139,2716,NA,NA,0.0769230769230769
"8216",12,"MA1541.1",0.0091,0.188,2716,NA,NA,0.0769230769230769
"8217",0,"MA1542.1",0.0538,0.103,6947,NA,NA,0.0769230769230769
"8218",1,"MA1542.1",-0.00948,0.0935,6947,NA,NA,0.0769230769230769
"8219",2,"MA1542.1",0.00503,0.0744,6947,NA,NA,0.0769230769230769
"8220",3,"MA1542.1",0.00483,0.0864,6947,NA,NA,0.0769230769230769
"8221",4,"MA1542.1",0.00132,0.0451,6947,NA,NA,0.0769230769230769
"8222",5,"MA1542.1",-0.00303,0.0581,6947,NA,NA,0.0769230769230769
"8223",6,"MA1542.1",-0.00204,0.0412,6947,NA,NA,0.0769230769230769
"8224",7,"MA1542.1",-0.011,0.122,6947,NA,NA,0.0769230769230769
"8225",8,"MA1542.1",0.00682,0.101,6947,NA,NA,0.0769230769230769
"8226",9,"MA1542.1",0.00503,0.0557,6947,NA,NA,0.0769230769230769
"8227",10,"MA1542.1",-0.00337,0.0659,6947,NA,NA,0.0769230769230769
"8228",11,"MA1542.1",-0.00638,0.074,6947,NA,NA,0.0769230769230769
"8229",12,"MA1542.1",0.00277,0.0592,6947,NA,NA,0.0769230769230769
"8230",0,"MA1544.1",0.0755,0.148,2373,NA,NA,0.0769230769230769
"8231",1,"MA1544.1",-0.0114,0.114,2373,NA,NA,0.0769230769230769
"8232",2,"MA1544.1",0.00538,0.0817,2373,NA,NA,0.0769230769230769
"8233",3,"MA1544.1",0.0039,0.0748,2373,NA,NA,0.0769230769230769
"8234",4,"MA1544.1",0.00296,0.0769,2373,NA,NA,0.0769230769230769
"8235",5,"MA1544.1",-0.00368,0.0613,2373,NA,NA,0.0769230769230769
"8236",6,"MA1544.1",-0.00133,0.0627,2373,NA,NA,0.0769230769230769
"8237",7,"MA1544.1",-0.0136,0.154,2373,NA,NA,0.0769230769230769
"8238",8,"MA1544.1",0.00804,0.123,2373,NA,NA,0.0769230769230769
"8239",9,"MA1544.1",0.0000892,0.048,2373,NA,NA,0.0769230769230769
"8240",10,"MA1544.1",-0.00503,0.0947,2373,NA,NA,0.0769230769230769
"8241",11,"MA1544.1",-0.0105,0.124,2373,NA,NA,0.0769230769230769
"8242",12,"MA1544.1",0.00239,0.0553,2373,NA,NA,0.0769230769230769
"8243",0,"MA1545.1",0.0715,0.142,2559,NA,NA,0.0769230769230769
"8244",1,"MA1545.1",-0.0108,0.111,2559,NA,NA,0.0769230769230769
"8245",2,"MA1545.1",0.0059,0.0916,2559,NA,NA,0.0769230769230769
"8246",3,"MA1545.1",0.00464,0.0921,2559,NA,NA,0.0769230769230769
"8247",4,"MA1545.1",0.00304,0.0938,2559,NA,NA,0.0769230769230769
"8248",5,"MA1545.1",-0.00266,0.0469,2559,NA,NA,0.0769230769230769
"8249",6,"MA1545.1",-0.00135,0.0733,2559,NA,NA,0.0769230769230769
"8250",7,"MA1545.1",-0.0123,0.142,2559,NA,NA,0.0769230769230769
"8251",8,"MA1545.1",0.00709,0.112,2559,NA,NA,0.0769230769230769
"8252",9,"MA1545.1",0.00165,0.064,2559,NA,NA,0.0769230769230769
"8253",10,"MA1545.1",-0.00474,0.088,2559,NA,NA,0.0769230769230769
"8254",11,"MA1545.1",-0.0108,0.13,2559,NA,NA,0.0769230769230769
"8255",12,"MA1545.1",0.00163,0.0548,2559,NA,NA,0.0769230769230769
"8256",0,"MA1546.1",-0.00576,0.0191,6433,NA,NA,0.0769230769230769
"8257",1,"MA1546.1",0.00411,0.0414,6433,NA,NA,0.0769230769230769
"8258",2,"MA1546.1",-0.00204,0.032,6433,NA,NA,0.0769230769230769
"8259",3,"MA1546.1",0.000233,0.0211,6433,NA,NA,0.0769230769230769
"8260",4,"MA1546.1",0.000956,0.0273,6433,NA,NA,0.0769230769230769
"8261",5,"MA1546.1",0.00317,0.0496,6433,NA,NA,0.0769230769230769
"8262",6,"MA1546.1",-0.00134,0.0322,6433,NA,NA,0.0769230769230769
"8263",7,"MA1546.1",0.00183,0.0203,6433,NA,NA,0.0769230769230769
"8264",8,"MA1546.1",-0.00289,0.0391,6433,NA,NA,0.0769230769230769
"8265",9,"MA1546.1",0.000787,0.0277,6433,NA,NA,0.0769230769230769
"8266",10,"MA1546.1",-0.00069,0.0209,6433,NA,NA,0.0769230769230769
"8267",11,"MA1546.1",-0.00174,0.0278,6433,NA,NA,0.0769230769230769
"8268",12,"MA1546.1",0.0000186,0.0159,6433,NA,NA,0.0769230769230769
"8269",0,"MA1547.1",-0.064,0.124,4421,NA,NA,0.0769230769230769
"8270",1,"MA1547.1",0.00328,0.0417,4421,NA,NA,0.0769230769230769
"8271",2,"MA1547.1",-0.0064,0.0955,4421,NA,NA,0.0769230769230769
"8272",3,"MA1547.1",-0.0103,0.173,4421,NA,NA,0.0769230769230769
"8273",4,"MA1547.1",-0.00943,0.173,4421,NA,NA,0.0769230769230769
"8274",5,"MA1547.1",-0.00969,0.142,4421,NA,NA,0.0769230769230769
"8275",6,"MA1547.1",0.013,0.236,4421,NA,NA,0.0769230769230769
"8276",7,"MA1547.1",0.0197,0.217,4421,NA,NA,0.0769230769230769
"8277",8,"MA1547.1",-0.016,0.235,4421,NA,NA,0.0769230769230769
"8278",9,"MA1547.1",-0.0243,0.245,4421,NA,NA,0.0769230769230769
"8279",10,"MA1547.1",0.0102,0.191,4421,NA,NA,0.0769230769230769
"8280",11,"MA1547.1",0.0106,0.119,4421,NA,NA,0.0769230769230769
"8281",12,"MA1547.1",-0.00982,0.201,4421,NA,NA,0.0769230769230769
"8282",0,"MA1548.1",0.126,0.263,5118,NA,NA,0.0769230769230769
"8283",1,"MA1548.1",-0.0238,0.258,5118,NA,NA,0.0769230769230769
"8284",2,"MA1548.1",0.0115,0.196,5118,NA,NA,0.0769230769230769
"8285",3,"MA1548.1",0.00905,0.197,5118,NA,NA,0.0769230769230769
"8286",4,"MA1548.1",0.00553,0.161,5118,NA,NA,0.0769230769230769
"8287",5,"MA1548.1",-0.00651,0.123,5118,NA,NA,0.0769230769230769
"8288",6,"MA1548.1",-0.00107,0.0591,5118,NA,NA,0.0769230769230769
"8289",7,"MA1548.1",-0.0188,0.237,5118,NA,NA,0.0769230769230769
"8290",8,"MA1548.1",0.0126,0.215,5118,NA,NA,0.0769230769230769
"8291",9,"MA1548.1",0.00467,0.0677,5118,NA,NA,0.0769230769230769
"8292",10,"MA1548.1",-0.00212,0.0509,5118,NA,NA,0.0769230769230769
"8293",11,"MA1548.1",-0.0171,0.221,5118,NA,NA,0.0769230769230769
"8294",12,"MA1548.1",0.00157,0.0724,5118,NA,NA,0.0769230769230769
"8295",0,"MA1549.1",-0.00281,0.0267,3500,NA,NA,0.769230769230769
"8296",1,"MA1549.1",-0.00281,0.0366,3500,NA,NA,0.769230769230769
"8297",2,"MA1549.1",-0.00319,0.0469,3500,NA,NA,0.769230769230769
"8298",3,"MA1549.1",-0.00444,0.0764,3500,NA,NA,0.769230769230769
"8299",4,"MA1549.1",-0.00244,0.0543,3500,NA,NA,0.769230769230769
"8300",5,"MA1549.1",-0.00637,0.0918,3500,NA,NA,0.769230769230769
"8301",6,"MA1549.1",0.0045,0.0865,3500,NA,NA,0.769230769230769
"8302",7,"MA1549.1",0.00374,0.0508,3500,NA,NA,0.769230769230769
"8303",8,"MA1549.1",-0.00298,0.0482,3500,NA,NA,0.769230769230769
"8304",9,"MA1549.1",-0.0112,0.115,3500,NA,NA,0.769230769230769
"8305",10,"MA1549.1",0.0055,0.108,3500,NA,NA,0.769230769230769
"8306",11,"MA1549.1",0.00351,0.049,3500,NA,NA,0.769230769230769
"8307",12,"MA1549.1",-0.00161,0.0477,3500,NA,NA,0.769230769230769
"8308",0,"MA1550.1",-0.0555,0.102,5704,NA,NA,0.0769230769230769
"8309",1,"MA1550.1",0.0168,0.16,5704,NA,NA,0.0769230769230769
"8310",2,"MA1550.1",-0.0108,0.152,5704,NA,NA,0.0769230769230769
"8311",3,"MA1550.1",-0.00222,0.0401,5704,NA,NA,0.0769230769230769
"8312",4,"MA1550.1",0.00343,0.0651,5704,NA,NA,0.0769230769230769
"8313",5,"MA1550.1",0.011,0.161,5704,NA,NA,0.0769230769230769
"8314",6,"MA1550.1",-0.00661,0.121,5704,NA,NA,0.0769230769230769
"8315",7,"MA1550.1",0.00889,0.0945,5704,NA,NA,0.0769230769230769
"8316",8,"MA1550.1",-0.00598,0.0859,5704,NA,NA,0.0769230769230769
"8317",9,"MA1550.1",0.00658,0.0676,5704,NA,NA,0.0769230769230769
"8318",10,"MA1550.1",0.00382,0.0769,5704,NA,NA,0.0769230769230769
"8319",11,"MA1550.1",0.00553,0.0579,5704,NA,NA,0.0769230769230769
"8320",12,"MA1550.1",0.00401,0.0829,5704,NA,NA,0.0769230769230769
"8321",0,"MA1552.1",-0.0276,0.0529,4830,NA,NA,0.0769230769230769
"8322",1,"MA1552.1",0.01,0.1,4830,NA,NA,0.0769230769230769
"8323",2,"MA1552.1",-0.00607,0.092,4830,NA,NA,0.0769230769230769
"8324",3,"MA1552.1",-0.00107,0.0287,4830,NA,NA,0.0769230769230769
"8325",4,"MA1552.1",0.00277,0.0651,4830,NA,NA,0.0769230769230769
"8326",5,"MA1552.1",0.00725,0.112,4830,NA,NA,0.0769230769230769
"8327",6,"MA1552.1",-0.00451,0.0846,4830,NA,NA,0.0769230769230769
"8328",7,"MA1552.1",0.00386,0.0438,4830,NA,NA,0.0769230769230769
"8329",8,"MA1552.1",-0.00259,0.0403,4830,NA,NA,0.0769230769230769
"8330",9,"MA1552.1",0.00425,0.0467,4830,NA,NA,0.0769230769230769
"8331",10,"MA1552.1",0.000957,0.0311,4830,NA,NA,0.0769230769230769
"8332",11,"MA1552.1",0.00205,0.0314,4830,NA,NA,0.0769230769230769
"8333",12,"MA1552.1",0.00279,0.0678,4830,NA,NA,0.0769230769230769
"8334",0,"MA1553.1",-0.0296,0.056,4065,NA,NA,0.0769230769230769
"8335",1,"MA1553.1",0.0114,0.112,4065,NA,NA,0.0769230769230769
"8336",2,"MA1553.1",-0.00685,0.0995,4065,NA,NA,0.0769230769230769
"8337",3,"MA1553.1",-0.00089,0.033,4065,NA,NA,0.0769230769230769
"8338",4,"MA1553.1",0.00284,0.057,4065,NA,NA,0.0769230769230769
"8339",5,"MA1553.1",0.00794,0.123,4065,NA,NA,0.0769230769230769
"8340",6,"MA1553.1",-0.00582,0.112,4065,NA,NA,0.0769230769230769
"8341",7,"MA1553.1",0.00278,0.0332,4065,NA,NA,0.0769230769230769
"8342",8,"MA1553.1",-0.00192,0.0312,4065,NA,NA,0.0769230769230769
"8343",9,"MA1553.1",0.00592,0.0652,4065,NA,NA,0.0769230769230769
"8344",10,"MA1553.1",0.000104,0.0307,4065,NA,NA,0.0769230769230769
"8345",11,"MA1553.1",0.00278,0.038,4065,NA,NA,0.0769230769230769
"8346",12,"MA1553.1",0.00424,0.0977,4065,NA,NA,0.0769230769230769
"8347",0,"MA1554.1",-0.0377,0.0746,7314,NA,NA,0.0769230769230769
"8348",1,"MA1554.1",0.00184,0.0379,7314,NA,NA,0.0769230769230769
"8349",2,"MA1554.1",0.0000648,0.0394,7314,NA,NA,0.0769230769230769
"8350",3,"MA1554.1",-0.00225,0.0425,7314,NA,NA,0.0769230769230769
"8351",4,"MA1554.1",-0.00663,0.13,7314,NA,NA,0.0769230769230769
"8352",5,"MA1554.1",-0.00448,0.0726,7314,NA,NA,0.0769230769230769
"8353",6,"MA1554.1",0.00421,0.0822,7314,NA,NA,0.0769230769230769
"8354",7,"MA1554.1",0.00516,0.0609,7314,NA,NA,0.0769230769230769
"8355",8,"MA1554.1",-0.0042,0.0663,7314,NA,NA,0.0769230769230769
"8356",9,"MA1554.1",-0.00368,0.0387,7314,NA,NA,0.0769230769230769
"8357",10,"MA1554.1",0.000282,0.0267,7314,NA,NA,0.0769230769230769
"8358",11,"MA1554.1",0.00751,0.0882,7314,NA,NA,0.0769230769230769
"8359",12,"MA1554.1",-0.00262,0.0588,7314,NA,NA,0.0769230769230769
"8360",0,"MA1555.1",-0.0413,0.0785,5597,NA,NA,0.0769230769230769
"8361",1,"MA1555.1",0.0119,0.117,5597,NA,NA,0.0769230769230769
"8362",2,"MA1555.1",-0.00656,0.0958,5597,NA,NA,0.0769230769230769
"8363",3,"MA1555.1",-0.00118,0.0493,5597,NA,NA,0.0769230769230769
"8364",4,"MA1555.1",0.000787,0.0511,5597,NA,NA,0.0769230769230769
"8365",5,"MA1555.1",0.00683,0.106,5597,NA,NA,0.0769230769230769
"8366",6,"MA1555.1",-0.00421,0.0985,5597,NA,NA,0.0769230769230769
"8367",7,"MA1555.1",0.00532,0.0657,5597,NA,NA,0.0769230769230769
"8368",8,"MA1555.1",-0.00427,0.0663,5597,NA,NA,0.0769230769230769
"8369",9,"MA1555.1",0.00493,0.0639,5597,NA,NA,0.0769230769230769
"8370",10,"MA1555.1",0.00055,0.0478,5597,NA,NA,0.0769230769230769
"8371",11,"MA1555.1",0.00432,0.0724,5597,NA,NA,0.0769230769230769
"8372",12,"MA1555.1",0.00264,0.0749,5597,NA,NA,0.0769230769230769
"8373",0,"MA1556.1",-0.0258,0.0468,7431,NA,NA,0.0769230769230769
"8374",1,"MA1556.1",0.00818,0.079,7431,NA,NA,0.0769230769230769
"8375",2,"MA1556.1",-0.00401,0.0572,7431,NA,NA,0.0769230769230769
"8376",3,"MA1556.1",0.000363,0.0379,7431,NA,NA,0.0769230769230769
"8377",4,"MA1556.1",0.000632,0.0446,7431,NA,NA,0.0769230769230769
"8378",5,"MA1556.1",0.00531,0.0878,7431,NA,NA,0.0769230769230769
"8379",6,"MA1556.1",-0.00369,0.0829,7431,NA,NA,0.0769230769230769
"8380",7,"MA1556.1",0.00284,0.0353,7431,NA,NA,0.0769230769230769
"8381",8,"MA1556.1",-0.00281,0.0417,7431,NA,NA,0.0769230769230769
"8382",9,"MA1556.1",0.00564,0.0672,7431,NA,NA,0.0769230769230769
"8383",10,"MA1556.1",-0.000342,0.03,7431,NA,NA,0.0769230769230769
"8384",11,"MA1556.1",0.00217,0.0498,7431,NA,NA,0.0769230769230769
"8385",12,"MA1556.1",0.0022,0.0588,7431,NA,NA,0.0769230769230769
"8386",0,"MA1557.1",0.0235,0.0665,2843,NA,NA,0.0769230769230769
"8387",1,"MA1557.1",-0.00588,0.0859,2843,NA,NA,0.0769230769230769
"8388",2,"MA1557.1",0.00142,0.0543,2843,NA,NA,0.0769230769230769
"8389",3,"MA1557.1",0.00151,0.0504,2843,NA,NA,0.0769230769230769
"8390",4,"MA1557.1",-0.000142,0.0584,2843,NA,NA,0.0769230769230769
"8391",5,"MA1557.1",-0.00338,0.0805,2843,NA,NA,0.0769230769230769
"8392",6,"MA1557.1",0.000152,0.0789,2843,NA,NA,0.0769230769230769
"8393",7,"MA1557.1",-0.00341,0.0444,2843,NA,NA,0.0769230769230769
"8394",8,"MA1557.1",0.00207,0.0413,2843,NA,NA,0.0769230769230769
"8395",9,"MA1557.1",0.000603,0.0428,2843,NA,NA,0.0769230769230769
"8396",10,"MA1557.1",0.00144,0.0401,2843,NA,NA,0.0769230769230769
"8397",11,"MA1557.1",-0.00135,0.0487,2843,NA,NA,0.0769230769230769
"8398",12,"MA1557.1",0.000909,0.0752,2843,NA,NA,0.0769230769230769
"8399",0,"MA1558.1",0.0109,0.101,8274,NA,NA,0.307692307692308
"8400",1,"MA1558.1",-0.0116,0.123,8274,NA,NA,0.307692307692308
"8401",2,"MA1558.1",0.00809,0.132,8274,NA,NA,0.307692307692308
"8402",3,"MA1558.1",-0.00352,0.103,8274,NA,NA,0.307692307692308
"8403",4,"MA1558.1",-0.00644,0.161,8274,NA,NA,0.307692307692308
"8404",5,"MA1558.1",-0.0123,0.204,8274,NA,NA,0.307692307692308
"8405",6,"MA1558.1",0.0107,0.217,8274,NA,NA,0.307692307692308
"8406",7,"MA1558.1",-0.000924,0.113,8274,NA,NA,0.307692307692308
"8407",8,"MA1558.1",0.0022,0.106,8274,NA,NA,0.307692307692308
"8408",9,"MA1558.1",-0.015,0.17,8274,NA,NA,0.307692307692308
"8409",10,"MA1558.1",-0.0016,0.0518,8274,NA,NA,0.307692307692308
"8410",11,"MA1558.1",0.00198,0.106,8274,NA,NA,0.307692307692308
"8411",12,"MA1558.1",-0.00696,0.156,8274,NA,NA,0.307692307692308
"8412",0,"MA1559.1",0.0089,0.114,6421,NA,NA,0.384615384615385
"8413",1,"MA1559.1",-0.012,0.127,6421,NA,NA,0.384615384615385
"8414",2,"MA1559.1",0.00871,0.14,6421,NA,NA,0.384615384615385
"8415",3,"MA1559.1",-0.00426,0.124,6421,NA,NA,0.384615384615385
"8416",4,"MA1559.1",-0.00645,0.158,6421,NA,NA,0.384615384615385
"8417",5,"MA1559.1",-0.0126,0.208,6421,NA,NA,0.384615384615385
"8418",6,"MA1559.1",0.0122,0.241,6421,NA,NA,0.384615384615385
"8419",7,"MA1559.1",0.000637,0.135,6421,NA,NA,0.384615384615385
"8420",8,"MA1559.1",0.00154,0.106,6421,NA,NA,0.384615384615385
"8421",9,"MA1559.1",-0.0173,0.193,6421,NA,NA,0.384615384615385
"8422",10,"MA1559.1",-0.00105,0.0589,6421,NA,NA,0.384615384615385
"8423",11,"MA1559.1",0.0017,0.116,6421,NA,NA,0.384615384615385
"8424",12,"MA1559.1",-0.0086,0.188,6421,NA,NA,0.384615384615385
"8425",0,"MA1560.1",-0.00729,0.0386,5799,NA,NA,0.0769230769230769
"8426",1,"MA1560.1",0.000678,0.0378,5799,NA,NA,0.0769230769230769
"8427",2,"MA1560.1",0.00272,0.0539,5799,NA,NA,0.0769230769230769
"8428",3,"MA1560.1",0.000689,0.0439,5799,NA,NA,0.0769230769230769
"8429",4,"MA1560.1",-0.00264,0.0594,5799,NA,NA,0.0769230769230769
"8430",5,"MA1560.1",-0.000883,0.0326,5799,NA,NA,0.0769230769230769
"8431",6,"MA1560.1",0.000496,0.0236,5799,NA,NA,0.0769230769230769
"8432",7,"MA1560.1",-0.00232,0.0369,5799,NA,NA,0.0769230769230769
"8433",8,"MA1560.1",0.00121,0.0456,5799,NA,NA,0.0769230769230769
"8434",9,"MA1560.1",0.00149,0.0631,5799,NA,NA,0.0769230769230769
"8435",10,"MA1560.1",-0.005,0.112,5799,NA,NA,0.0769230769230769
"8436",11,"MA1560.1",0.00113,0.0203,5799,NA,NA,0.0769230769230769
"8437",12,"MA1560.1",-0.000215,0.0207,5799,NA,NA,0.0769230769230769
"8438",0,"MA1561.1",0.035,0.0893,4843,NA,NA,0.0769230769230769
"8439",1,"MA1561.1",-0.00686,0.0824,4843,NA,NA,0.0769230769230769
"8440",2,"MA1561.1",0.0032,0.056,4843,NA,NA,0.0769230769230769
"8441",3,"MA1561.1",0.00571,0.103,4843,NA,NA,0.0769230769230769
"8442",4,"MA1561.1",-0.00245,0.0886,4843,NA,NA,0.0769230769230769
"8443",5,"MA1561.1",-0.00409,0.0603,4843,NA,NA,0.0769230769230769
"8444",6,"MA1561.1",-0.000823,0.0408,4843,NA,NA,0.0769230769230769
"8445",7,"MA1561.1",-0.00589,0.0804,4843,NA,NA,0.0769230769230769
"8446",8,"MA1561.1",-0.000399,0.0423,4843,NA,NA,0.0769230769230769
"8447",9,"MA1561.1",0.00538,0.0608,4843,NA,NA,0.0769230769230769
"8448",10,"MA1561.1",-0.00187,0.0377,4843,NA,NA,0.0769230769230769
"8449",11,"MA1561.1",-0.00488,0.0782,4843,NA,NA,0.0769230769230769
"8450",12,"MA1561.1",0.00105,0.0303,4843,NA,NA,0.0769230769230769
"8451",0,"MA1562.1",0.0103,0.0202,5235,NA,NA,0.0769230769230769
"8452",1,"MA1562.1",-0.00447,0.0474,5235,NA,NA,0.0769230769230769
"8453",2,"MA1562.1",0.00321,0.0483,5235,NA,NA,0.0769230769230769
"8454",3,"MA1562.1",0.00733,0.124,5235,NA,NA,0.0769230769230769
"8455",4,"MA1562.1",-0.00742,0.135,5235,NA,NA,0.0769230769230769
"8456",5,"MA1562.1",-0.00557,0.0895,5235,NA,NA,0.0769230769230769
"8457",6,"MA1562.1",-0.000213,0.0394,5235,NA,NA,0.0769230769230769
"8458",7,"MA1562.1",-0.003,0.0304,5235,NA,NA,0.0769230769230769
"8459",8,"MA1562.1",-0.00486,0.0782,5235,NA,NA,0.0769230769230769
"8460",9,"MA1562.1",0.00919,0.0974,5235,NA,NA,0.0769230769230769
"8461",10,"MA1562.1",-0.00251,0.0496,5235,NA,NA,0.0769230769230769
"8462",11,"MA1562.1",-0.00115,0.0173,5235,NA,NA,0.0769230769230769
"8463",12,"MA1562.1",0.000379,0.0272,5235,NA,NA,0.0769230769230769
"8464",0,"MA1563.1",-0.00853,0.03,8019,NA,NA,0.0769230769230769
"8465",1,"MA1563.1",-0.00179,0.0268,8019,NA,NA,0.0769230769230769
"8466",2,"MA1563.1",0.0024,0.0413,8019,NA,NA,0.0769230769230769
"8467",3,"MA1563.1",0.00212,0.0417,8019,NA,NA,0.0769230769230769
"8468",4,"MA1563.1",-0.00694,0.128,8019,NA,NA,0.0769230769230769
"8469",5,"MA1563.1",-0.00543,0.0902,8019,NA,NA,0.0769230769230769
"8470",6,"MA1563.1",0.00231,0.0527,8019,NA,NA,0.0769230769230769
"8471",7,"MA1563.1",-0.000633,0.00977,8019,NA,NA,0.0769230769230769
"8472",8,"MA1563.1",-0.0033,0.0543,8019,NA,NA,0.0769230769230769
"8473",9,"MA1563.1",0.00128,0.0245,8019,NA,NA,0.0769230769230769
"8474",10,"MA1563.1",-0.00285,0.0539,8019,NA,NA,0.0769230769230769
"8475",11,"MA1563.1",0.00245,0.0358,8019,NA,NA,0.0769230769230769
"8476",12,"MA1563.1",-0.0011,0.0347,8019,NA,NA,0.0769230769230769
"8477",0,"MA1564.1",-0.0923,0.194,9196,NA,NA,0.0769230769230769
"8478",1,"MA1564.1",0.0168,0.191,9196,NA,NA,0.0769230769230769
"8479",2,"MA1564.1",-0.00883,0.169,9196,NA,NA,0.0769230769230769
"8480",3,"MA1564.1",-0.00549,0.138,9196,NA,NA,0.0769230769230769
"8481",4,"MA1564.1",-0.00591,0.147,9196,NA,NA,0.0769230769230769
"8482",5,"MA1564.1",0.00337,0.0795,9196,NA,NA,0.0769230769230769
"8483",6,"MA1564.1",0.002,0.0723,9196,NA,NA,0.0769230769230769
"8484",7,"MA1564.1",0.0164,0.211,9196,NA,NA,0.0769230769230769
"8485",8,"MA1564.1",-0.0136,0.24,9196,NA,NA,0.0769230769230769
"8486",9,"MA1564.1",-0.00393,0.0747,9196,NA,NA,0.0769230769230769
"8487",10,"MA1564.1",0.00305,0.102,9196,NA,NA,0.0769230769230769
"8488",11,"MA1564.1",0.0115,0.163,9196,NA,NA,0.0769230769230769
"8489",12,"MA1564.1",-0.00276,0.0867,9196,NA,NA,0.0769230769230769
"8490",0,"MA1565.1",0.0392,0.0786,5710,NA,NA,0.0769230769230769
"8491",1,"MA1565.1",-0.0117,0.118,5710,NA,NA,0.0769230769230769
"8492",2,"MA1565.1",0.00895,0.133,5710,NA,NA,0.0769230769230769
"8493",3,"MA1565.1",0.00125,0.0339,5710,NA,NA,0.0769230769230769
"8494",4,"MA1565.1",-0.000735,0.0406,5710,NA,NA,0.0769230769230769
"8495",5,"MA1565.1",-0.00602,0.0974,5710,NA,NA,0.0769230769230769
"8496",6,"MA1565.1",0.00435,0.0875,5710,NA,NA,0.0769230769230769
"8497",7,"MA1565.1",-0.00692,0.0808,5710,NA,NA,0.0769230769230769
"8498",8,"MA1565.1",0.00665,0.102,5710,NA,NA,0.0769230769230769
"8499",9,"MA1565.1",-0.00399,0.0554,5710,NA,NA,0.0769230769230769
"8500",10,"MA1565.1",-0.00358,0.0704,5710,NA,NA,0.0769230769230769
"8501",11,"MA1565.1",-0.00432,0.0533,5710,NA,NA,0.0769230769230769
"8502",12,"MA1565.1",-0.00306,0.0736,5710,NA,NA,0.0769230769230769
"8503",0,"MA1566.1",0.0194,0.0523,4133,NA,NA,0.0769230769230769
"8504",1,"MA1566.1",-0.00875,0.0895,4133,NA,NA,0.0769230769230769
"8505",2,"MA1566.1",0.00774,0.117,4133,NA,NA,0.0769230769230769
"8506",3,"MA1566.1",-0.0000461,0.0308,4133,NA,NA,0.0769230769230769
"8507",4,"MA1566.1",-0.00229,0.0477,4133,NA,NA,0.0769230769230769
"8508",5,"MA1566.1",-0.00595,0.0994,4133,NA,NA,0.0769230769230769
"8509",6,"MA1566.1",0.00449,0.0939,4133,NA,NA,0.0769230769230769
"8510",7,"MA1566.1",-0.00515,0.0606,4133,NA,NA,0.0769230769230769
"8511",8,"MA1566.1",0.00584,0.0903,4133,NA,NA,0.0769230769230769
"8512",9,"MA1566.1",-0.00414,0.0478,4133,NA,NA,0.0769230769230769
"8513",10,"MA1566.1",-0.00382,0.0761,4133,NA,NA,0.0769230769230769
"8514",11,"MA1566.1",-0.000607,0.0349,4133,NA,NA,0.0769230769230769
"8515",12,"MA1566.1",-0.00274,0.0684,4133,NA,NA,0.0769230769230769
"8516",0,"MA1567.1",0.0417,0.0819,3263,NA,NA,0.0769230769230769
"8517",1,"MA1567.1",-0.0132,0.131,3263,NA,NA,0.0769230769230769
"8518",2,"MA1567.1",0.0109,0.161,3263,NA,NA,0.0769230769230769
"8519",3,"MA1567.1",0.000752,0.0356,3263,NA,NA,0.0769230769230769
"8520",4,"MA1567.1",-0.00073,0.043,3263,NA,NA,0.0769230769230769
"8521",5,"MA1567.1",-0.00674,0.105,3263,NA,NA,0.0769230769230769
"8522",6,"MA1567.1",0.00514,0.099,3263,NA,NA,0.0769230769230769
"8523",7,"MA1567.1",-0.00855,0.0972,3263,NA,NA,0.0769230769230769
"8524",8,"MA1567.1",0.00913,0.138,3263,NA,NA,0.0769230769230769
"8525",9,"MA1567.1",-0.00504,0.0535,3263,NA,NA,0.0769230769230769
"8526",10,"MA1567.1",-0.0051,0.098,3263,NA,NA,0.0769230769230769
"8527",11,"MA1567.1",-0.00408,0.0477,3263,NA,NA,0.0769230769230769
"8528",12,"MA1567.1",-0.00347,0.0746,3263,NA,NA,0.0769230769230769
"8529",0,"MA1568.1",-0.0458,0.0873,4226,NA,NA,0.0769230769230769
"8530",1,"MA1568.1",0.00587,0.0571,4226,NA,NA,0.0769230769230769
"8531",2,"MA1568.1",0.0000446,0.0439,4226,NA,NA,0.0769230769230769
"8532",3,"MA1568.1",-0.00132,0.0764,4226,NA,NA,0.0769230769230769
"8533",4,"MA1568.1",-0.0035,0.0693,4226,NA,NA,0.0769230769230769
"8534",5,"MA1568.1",0.00126,0.0423,4226,NA,NA,0.0769230769230769
